Id,y
31306,9
31307,8
31308,7
31309,6
31310,6
31311,4
31312,4
31313,7
31314,0
31315,5
31316,3
31317,0
31318,6
31319,9
31320,3
31321,5
31322,2
31323,9
31324,9
31325,8
31326,8
31327,0
31328,5
31329,8
31330,5
31331,9
31332,5
31333,3
31334,7
31335,9
31336,5
31337,8
31338,2
31339,9
31340,8
31341,7
31342,9
31343,9
31344,5
31345,6
31346,5
31347,8
31348,7
31349,7
31350,2
31351,5
31352,4
31353,3
31354,3
31355,8
31356,8
31357,8
31358,2
31359,8
31360,7
31361,2
31362,8
31363,8
31364,3
31365,9
31366,4
31367,9
31368,9
31369,5
31370,5
31371,4
31372,5
31373,5
31374,8
31375,0
31376,8
31377,6
31378,4
31379,6
31380,0
31381,0
31382,8
31383,8
31384,8
31385,7
31386,6
31387,8
31388,3
31389,0
31390,7
31391,3
31392,3
31393,3
31394,9
31395,3
31396,8
31397,2
31398,5
31399,8
31400,7
31401,2
31402,7
31403,0
31404,8
31405,5
31406,8
31407,9
31408,4
31409,2
31410,8
31411,8
31412,6
31413,6
31414,7
31415,9
31416,2
31417,5
31418,2
31419,4
31420,9
31421,6
31422,1
31423,9
31424,7
31425,7
31426,0
31427,4
31428,7
31429,8
31430,9
31431,3
31432,8
31433,6
31434,7
31435,5
31436,8
31437,6
31438,7
31439,9
31440,3
31441,1
31442,7
31443,2
31444,8
31445,9
31446,8
31447,9
31448,4
31449,6
31450,6
31451,5
31452,9
31453,6
31454,7
31455,9
31456,8
31457,3
31458,8
31459,3
31460,4
31461,5
31462,9
31463,6
31464,4
31465,8
31466,2
31467,0
31468,2
31469,7
31470,9
31471,5
31472,6
31473,3
31474,0
31475,8
31476,9
31477,7
31478,6
31479,6
31480,8
31481,6
31482,4
31483,5
31484,8
31485,9
31486,4
31487,3
31488,2
31489,4
31490,1
31491,2
31492,6
31493,3
31494,9
31495,8
31496,0
31497,8
31498,6
31499,4
31500,5
31501,7
31502,6
31503,6
31504,3
31505,0
31506,8
31507,0
31508,2
31509,9
31510,1
31511,9
31512,2
31513,3
31514,9
31515,8
31516,9
31517,8
31518,6
31519,0
31520,3
31521,4
31522,0
31523,3
31524,6
31525,8
31526,9
31527,2
31528,4
31529,8
31530,8
31531,2
31532,3
31533,9
31534,7
31535,3
31536,8
31537,3
31538,8
31539,3
31540,3
31541,3
31542,8
31543,8
31544,3
31545,5
31546,4
31547,0
31548,9
31549,3
31550,9
31551,8
31552,4
31553,6
31554,4
31555,9
31556,2
31557,6
31558,9
31559,6
31560,5
31561,8
31562,3
31563,9
31564,2
31565,3
31566,8
31567,4
31568,9
31569,8
31570,3
31571,9
31572,9
31573,9
31574,8
31575,6
31576,8
31577,5
31578,7
31579,5
31580,0
31581,2
31582,7
31583,7
31584,8
31585,9
31586,2
31587,4
31588,3
31589,5
31590,7
31591,9
31592,6
31593,8
31594,5
31595,4
31596,3
31597,9
31598,3
31599,5
31600,2
31601,2
31602,0
31603,6
31604,0
31605,0
31606,9
31607,9
31608,6
31609,9
31610,6
31611,8
31612,7
31613,9
31614,9
31615,7
31616,8
31617,6
31618,3
31619,8
31620,6
31621,9
31622,3
31623,9
31624,7
31625,7
31626,4
31627,8
31628,8
31629,5
31630,2
31631,6
31632,6
31633,6
31634,8
31635,9
31636,5
31637,2
31638,8
31639,8
31640,5
31641,1
31642,6
31643,5
31644,9
31645,0
31646,5
31647,4
31648,3
31649,2
31650,7
31651,3
31652,8
31653,0
31654,8
31655,1
31656,6
31657,7
31658,7
31659,2
31660,7
31661,8
31662,8
31663,0
31664,8
31665,0
31666,5
31667,0
31668,6
31669,9
31670,3
31671,9
31672,3
31673,9
31674,9
31675,7
31676,5
31677,3
31678,0
31679,8
31680,6
31681,6
31682,0
31683,7
31684,5
31685,3
31686,9
31687,8
31688,3
31689,5
31690,3
31691,3
31692,9
31693,8
31694,6
31695,2
31696,9
31697,0
31698,9
31699,8
31700,8
31701,6
31702,8
31703,2
31704,9
31705,9
31706,7
31707,6
31708,6
31709,5
31710,8
31711,9
31712,7
31713,9
31714,8
31715,5
31716,5
31717,5
31718,8
31719,9
31720,2
31721,8
31722,2
31723,7
31724,3
31725,0
31726,8
31727,8
31728,8
31729,8
31730,9
31731,7
31732,0
31733,3
31734,3
31735,8
31736,9
31737,8
31738,5
31739,7
31740,4
31741,0
31742,5
31743,2
31744,2
31745,8
31746,9
31747,7
31748,2
31749,4
31750,9
31751,4
31752,3
31753,9
31754,8
31755,6
31756,4
31757,9
31758,2
31759,8
31760,5
31761,7
31762,8
31763,2
31764,9
31765,3
31766,6
31767,8
31768,7
31769,6
31770,9
31771,4
31772,0
31773,0
31774,6
31775,8
31776,6
31777,7
31778,5
31779,8
31780,3
31781,0
31782,1
31783,8
31784,3
31785,5
31786,6
31787,9
31788,4
31789,4
31790,8
31791,0
31792,4
31793,8
31794,8
31795,6
31796,9
31797,9
31798,9
31799,0
31800,9
31801,0
31802,6
31803,3
31804,5
31805,8
31806,5
31807,8
31808,8
31809,3
31810,4
31811,0
31812,9
31813,9
31814,8
31815,3
31816,9
31817,8
31818,9
31819,2
31820,9
31821,2
31822,5
31823,3
31824,8
31825,9
31826,5
31827,0
31828,2
31829,7
31830,4
31831,8
31832,2
31833,9
31834,2
31835,6
31836,9
31837,3
31838,8
31839,0
31840,7
31841,9
31842,2
31843,1
31844,9
31845,8
31846,8
31847,2
31848,9
31849,9
31850,3
31851,3
31852,2
31853,9
31854,8
31855,3
31856,9
31857,3
31858,9
31859,3
31860,8
31861,8
31862,2
31863,2
31864,7
31865,6
31866,5
31867,8
31868,3
31869,5
31870,7
31871,9
31872,5
31873,6
31874,8
31875,9
31876,5
31877,7
31878,8
31879,7
31880,3
31881,6
31882,5
31883,8
31884,8
31885,9
31886,9
31887,5
31888,6
31889,0
31890,9
31891,0
31892,3
31893,0
31894,2
31895,9
31896,8
31897,5
31898,3
31899,0
31900,2
31901,9
31902,6
31903,3
31904,5
31905,5
31906,6
31907,2
31908,9
31909,8
31910,3
31911,9
31912,3
31913,7
31914,8
31915,4
31916,6
31917,8
31918,0
31919,5
31920,3
31921,9
31922,7
31923,9
31924,0
31925,3
31926,5
31927,3
31928,3
31929,5
31930,5
31931,9
31932,2
31933,2
31934,6
31935,8
31936,6
31937,0
31938,5
31939,3
31940,5
31941,5
31942,8
31943,8
31944,6
31945,8
31946,8
31947,6
31948,6
31949,5
31950,1
31951,3
31952,8
31953,2
31954,6
31955,3
31956,9
31957,6
31958,0
31959,9
31960,9
31961,3
31962,2
31963,9
31964,6
31965,0
31966,8
31967,6
31968,7
31969,3
31970,2
31971,6
31972,8
31973,9
31974,8
31975,8
31976,3
31977,6
31978,3
31979,6
31980,2
31981,9
31982,8
31983,5
31984,4
31985,1
31986,2
31987,6
31988,7
31989,9
31990,9
31991,5
31992,9
31993,3
31994,8
31995,6
31996,0
31997,7
31998,8
31999,2
32000,5
32001,8
32002,9
32003,5
32004,0
32005,9
32006,8
32007,2
32008,5
32009,8
32010,1
32011,4
32012,9
32013,8
32014,4
32015,0
32016,2
32017,6
32018,2
32019,9
32020,8
32021,8
32022,3
32023,8
32024,3
32025,9
32026,5
32027,4
32028,9
32029,7
32030,3
32031,8
32032,2
32033,8
32034,3
32035,9
32036,2
32037,2
32038,3
32039,8
32040,3
32041,5
32042,0
32043,8
32044,6
32045,5
32046,7
32047,9
32048,9
32049,8
32050,0
32051,6
32052,6
32053,0
32054,2
32055,6
32056,6
32057,8
32058,6
32059,3
32060,4
32061,3
32062,0
32063,9
32064,3
32065,8
32066,9
32067,7
32068,8
32069,4
32070,6
32071,9
32072,2
32073,8
32074,9
32075,5
32076,3
32077,6
32078,9
32079,4
32080,6
32081,6
32082,8
32083,6
32084,9
32085,3
32086,8
32087,7
32088,5
32089,7
32090,2
32091,3
32092,0
32093,0
32094,9
32095,3
32096,0
32097,8
32098,9
32099,9
32100,3
32101,6
32102,6
32103,1
32104,8
32105,5
32106,9
32107,3
32108,6
32109,6
32110,0
32111,9
32112,8
32113,1
32114,5
32115,2
32116,2
32117,8
32118,3
32119,4
32120,3
32121,9
32122,0
32123,8
32124,8
32125,8
32126,4
32127,3
32128,0
32129,4
32130,8
32131,6
32132,7
32133,3
32134,9
32135,3
32136,8
32137,5
32138,8
32139,2
32140,9
32141,9
32142,8
32143,5
32144,5
32145,5
32146,5
32147,1
32148,3
32149,0
32150,2
32151,3
32152,3
32153,3
32154,8
32155,8
32156,7
32157,7
32158,8
32159,8
32160,7
32161,5
32162,5
32163,6
32164,2
32165,8
32166,2
32167,5
32168,9
32169,8
32170,9
32171,2
32172,5
32173,8
32174,9
32175,7
32176,6
32177,3
32178,9
32179,2
32180,1
32181,4
32182,8
32183,2
32184,8
32185,1
32186,9
32187,2
32188,6
32189,8
32190,0
32191,7
32192,8
32193,5
32194,2
32195,5
32196,6
32197,9
32198,6
32199,6
32200,0
32201,8
32202,9
32203,8
32204,6
32205,5
32206,8
32207,6
32208,3
32209,5
32210,8
32211,9
32212,5
32213,8
32214,8
32215,8
32216,2
32217,8
32218,8
32219,3
32220,9
32221,3
32222,8
32223,9
32224,5
32225,3
32226,8
32227,3
32228,5
32229,7
32230,6
32231,2
32232,1
32233,1
32234,9
32235,1
32236,3
32237,7
32238,9
32239,6
32240,5
32241,6
32242,9
32243,6
32244,6
32245,7
32246,7
32247,8
32248,2
32249,3
32250,4
32251,6
32252,4
32253,9
32254,8
32255,3
32256,7
32257,0
32258,8
32259,7
32260,3
32261,7
32262,9
32263,8
32264,7
32265,5
32266,8
32267,2
32268,6
32269,3
32270,3
32271,1
32272,2
32273,6
32274,6
32275,0
32276,5
32277,6
32278,8
32279,9
32280,3
32281,5
32282,3
32283,9
32284,6
32285,8
32286,0
32287,7
32288,5
32289,8
32290,3
32291,7
32292,9
32293,5
32294,0
32295,7
32296,5
32297,3
32298,0
32299,5
32300,3
32301,2
32302,9
32303,9
32304,5
32305,4
32306,0
32307,6
32308,5
32309,5
32310,0
32311,2
32312,8
32313,5
32314,8
32315,6
32316,8
32317,8
32318,9
32319,7
32320,5
32321,6
32322,0
32323,5
32324,3
32325,8
32326,8
32327,6
32328,2
32329,3
32330,7
32331,3
32332,5
32333,5
32334,3
32335,6
32336,5
32337,3
32338,8
32339,8
32340,2
32341,8
32342,8
32343,7
32344,1
32345,3
32346,8
32347,3
32348,5
32349,6
32350,6
32351,8
32352,6
32353,0
32354,6
32355,6
32356,4
32357,3
32358,8
32359,3
32360,8
32361,6
32362,4
32363,8
32364,6
32365,9
32366,9
32367,9
32368,1
32369,2
32370,9
32371,3
32372,0
32373,8
32374,7
32375,9
32376,6
32377,8
32378,4
32379,0
32380,8
32381,5
32382,3
32383,8
32384,2
32385,4
32386,3
32387,9
32388,3
32389,7
32390,9
32391,0
32392,9
32393,8
32394,7
32395,4
32396,6
32397,6
32398,6
32399,5
32400,8
32401,2
32402,3
32403,8
32404,3
32405,6
32406,6
32407,8
32408,4
32409,1
32410,3
32411,6
32412,3
32413,8
32414,8
32415,2
32416,6
32417,2
32418,3
32419,9
32420,2
32421,8
32422,2
32423,4
32424,7
32425,6
32426,8
32427,2
32428,9
32429,9
32430,3
32431,0
32432,8
32433,9
32434,7
32435,6
32436,7
32437,9
32438,3
32439,2
32440,6
32441,6
32442,3
32443,3
32444,3
32445,9
32446,8
32447,6
32448,6
32449,9
32450,5
32451,3
32452,9
32453,0
32454,8
32455,6
32456,6
32457,5
32458,9
32459,9
32460,1
32461,8
32462,9
32463,1
32464,7
32465,8
32466,8
32467,2
32468,2
32469,9
32470,5
32471,5
32472,8
32473,5
32474,9
32475,3
32476,2
32477,9
32478,9
32479,8
32480,5
32481,9
32482,5
32483,5
32484,9
32485,9
32486,5
32487,9
32488,8
32489,2
32490,9
32491,0
32492,6
32493,8
32494,9
32495,9
32496,7
32497,6
32498,8
32499,1
32500,5
32501,9
32502,6
32503,8
32504,8
32505,8
32506,7
32507,3
32508,8
32509,3
32510,5
32511,3
32512,2
32513,3
32514,8
32515,6
32516,6
32517,9
32518,5
32519,5
32520,5
32521,7
32522,7
32523,0
32524,5
32525,9
32526,7
32527,8
32528,7
32529,5
32530,5
32531,9
32532,8
32533,0
32534,4
32535,0
32536,8
32537,2
32538,8
32539,2
32540,8
32541,5
32542,2
32543,5
32544,3
32545,5
32546,7
32547,5
32548,2
32549,9
32550,0
32551,5
32552,4
32553,8
32554,8
32555,7
32556,4
32557,8
32558,5
32559,0
32560,8
32561,8
32562,8
32563,7
32564,3
32565,3
32566,3
32567,8
32568,4
32569,7
32570,1
32571,6
32572,7
32573,4
32574,9
32575,6
32576,8
32577,8
32578,5
32579,8
32580,3
32581,8
32582,2
32583,0
32584,9
32585,3
32586,6
32587,5
32588,8
32589,9
32590,1
32591,0
32592,1
32593,3
32594,0
32595,9
32596,3
32597,3
32598,3
32599,9
32600,4
32601,4
32602,7
32603,9
32604,2
32605,8
32606,9
32607,7
32608,5
32609,8
32610,9
32611,8
32612,1
32613,6
32614,1
32615,8
32616,3
32617,3
32618,9
32619,3
32620,3
32621,6
32622,8
32623,8
32624,2
32625,5
32626,5
32627,9
32628,8
32629,5
32630,8
32631,2
32632,9
32633,9
32634,8
32635,5
32636,9
32637,8
32638,3
32639,7
32640,9
32641,9
32642,3
32643,3
32644,7
32645,8
32646,5
32647,6
32648,3
32649,9
32650,9
32651,7
32652,2
32653,3
32654,8
32655,0
32656,7
32657,7
32658,3
32659,2
32660,0
32661,7
32662,6
32663,0
32664,0
32665,3
32666,7
32667,7
32668,9
32669,8
32670,4
32671,6
32672,8
32673,0
32674,1
32675,8
32676,2
32677,8
32678,6
32679,6
32680,9
32681,6
32682,7
32683,3
32684,7
32685,9
32686,3
32687,2
32688,6
32689,8
32690,7
32691,7
32692,6
32693,7
32694,9
32695,7
32696,0
32697,8
32698,8
32699,3
32700,5
32701,4
32702,9
32703,8
32704,4
32705,3
32706,6
32707,8
32708,3
32709,0
32710,0
32711,8
32712,6
32713,8
32714,9
32715,8
32716,8
32717,9
32718,8
32719,1
32720,9
32721,2
32722,0
32723,7
32724,1
32725,1
32726,8
32727,6
32728,4
32729,2
32730,2
32731,7
32732,9
32733,7
32734,9
32735,2
32736,7
32737,0
32738,8
32739,3
32740,3
32741,8
32742,2
32743,2
32744,1
32745,3
32746,9
32747,2
32748,9
32749,4
32750,8
32751,9
32752,3
32753,3
32754,5
32755,8
32756,7
32757,1
32758,3
32759,7
32760,3
32761,6
32762,6
32763,4
32764,8
32765,3
32766,3
32767,6
32768,2
32769,0
32770,8
32771,8
32772,2
32773,9
32774,8
32775,5
32776,3
32777,8
32778,6
32779,8
32780,7
32781,8
32782,0
32783,8
32784,9
32785,8
32786,9
32787,6
32788,7
32789,2
32790,5
32791,7
32792,3
32793,4
32794,3
32795,3
32796,6
32797,2
